latancies,16963860,18628830,19280850,19932870,20584890,21236910,21888930,22540950,23192970,23844990,24497010,25149030,25801050,26453070,27105090,27699930,27963010,28226090,28489170,28752250,29015330,29278410,29541490,29804570,30067650,30330730,30593810,30856890,31119970,31383050,31646130,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,31791930,
thorughputs,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,182.26708908887232,
