latancies,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,25721230,
thorughputs,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,323.17779432448083,
