latancies,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,8955050,
thorughputs,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,420.51861720022066,
