latancies,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,10031430,
thorughputs,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,431.1963672568451,
