latancies,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,19979700,
thorughputs,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,216.68040420429324,
