latancies,19931140,22668910,22632180,22595450,22558720,22521990,22485260,22448530,22411800,22375070,22338340,22301610,22264880,22228150,22191420,22154690,22117960,22081230,22044500,22007770,21971040,21934310,21897580,21860850,21824120,21787390,21750660,21713930,21677200,21640470,21603740,21566970,21530240,21493510,21456780,21420050,21383320,21346590,21309860,21273130,21236400,21199670,21162940,21126210,21089480,21052750,21016020,20979290,20942560,20905830,20869100,20832370,20795640,20758910,20722180,20685450,20648720,20611990,20575260,20538530,20501800,20465070,20428340,20391490,20354760,20318030,20281300,20244570,20207840,20171110,20134380,20097650,20060920,20024190,19987460,19950730,19914000,19877270,19840540,19803810,19767080,19730350,19693620,19656890,19620160,19583430,19546700,19509970,19473240,19436510,19399780,19363050,19326320,19289590,19252860,19216090,19179360,19142630,19105900,19069170,19032440,18995710,18958980,18922250,18885520,18848790,18812060,18775330,
thorughputs,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13963512059215,248.13963512059215,248.13963512059215,248.13963512059215,248.13963512059215,248.13963512059215,248.13963512059215,248.13963512059215,248.13963512059215,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.14012770779814,248.14012770779814,248.14012770779814,248.14012770779814,248.14012770779814,248.14012770779814,248.14012770779814,248.14012770779814,248.14012770779814,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,248.13963512059215,248.13963512059215,248.13963512059215,248.13963512059215,248.13963512059215,248.13963512059215,248.13963512059215,248.13963512059215,248.13963512059215,248.13938882772254,248.13938882772254,248.13938882772254,248.13938882772254,
