latancies,19979760,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,22754560,
thorughputs,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,246.11725419777588,
