latancies,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,15559360,
thorughputs,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,216.61408359787328,
