latancies,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,22042110,
thorughputs,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,186.18749453074236,
