latancies,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,19902680,
thorughputs,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,218.3156814189122,
