latancies,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,20058330,
thorughputs,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,215.08193223585627,
