latancies,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,22089540,
thorughputs,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,184.97708596347627,
