latancies,15823600,18598400,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,20823110,
thorughputs,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,246.119980044592,
