latancies,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,8163550,
thorughputs,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,342.12561963226284,
