latancies,19978390,20450630,20922870,21395110,21867350,22339590,22811830,23284070,23756310,24228550,24700790,25173030,25645270,26117510,26589750,27061990,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,27113230,
thorughputs,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,165.18463016482784,
