latancies,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,19979620,
thorughputs,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,216.68124931474554,
